title,chart_type,level,kojinsa,bpi_at_aaa,bpi_at_9444,cpi_hard,cpi_exhard,source
Lost wing at.0,SPA,11.8,—,10.5,36.5,1562.0,1810.0,chart_features_only
Discloze,SPA,11.8,—,13.1,35.7,1556.0,1797.0,chart_features_only
Aegis,SPA,11.8,—,10.9,39.3,1535.0,1806.0,chart_features_only
STELLAR WIND,SPA,11.8,—,11.7,38.1,1532.0,1813.0,chart_features_only
響花水月,SPA,11.8,—,16.4,41.3,1488.0,1780.0,chart_features_only
Rave Saves You feat. Cardz,SPA,11.8,—,14.5,39.0,1504.0,1809.0,chart_features_only
Smug Face,SPA,11.8,—,8.4,36.9,1572.0,1809.0,chart_features_only
#The_Relentless,SPA,11.8,—,13.9,39.5,1521.0,1786.0,chart_features_only
Take It Easy,SPA,11.8,—,10.8,35.1,1534.0,1858.0,chart_features_only
オールトの雲,SPA,11.8,—,7.7,37.1,1553.0,1839.0,chart_features_only
ABSOLUTE,SPA,11.8,—,14.0,35.8,1522.0,1823.0,chart_features_only
smile,SPA,11.8,—,15.0,38.7,1499.0,1806.0,chart_features_only
kors k's How to make OTOGE CORE,SPA,11.8,—,3.8,37.0,1573.0,1850.0,chart_features_only
BRAVE OUT,SPL,11.8,—,15.2,40.5,1513.0,1758.0,chart_features_only
令和,SPA,11.8,—,4.7,35.7,1554.0,1884.0,chart_features_only
S!ck,SPA,11.8,—,13.6,37.0,1529.0,1794.0,chart_features_only
INAZUMA,SPA,11.8,—,12.2,38.9,1529.0,1782.0,chart_features_only
20XX,SPA,11.8,—,11.0,40.3,1520.0,1789.0,chart_features_only
GHOST,SPA,11.8,—,15.6,37.4,1520.0,1771.0,chart_features_only
MAGIC & LOVE,SPA,11.8,—,12.1,37.0,1521.0,1814.0,chart_features_only
Synergy For Angels,SPA,11.8,—,10.7,37.0,1550.0,1788.0,chart_features_only
バ→ビ→ブ→Bomb!,SPA,11.8,—,11.1,36.1,1536.0,1815.0,chart_features_only
Vitamin,SPA,11.8,—,10.4,35.7,1544.0,1817.0,chart_features_only
HAPPY★RUSH,SPA,11.8,—,11.5,38.8,1523.0,1791.0,chart_features_only
禍根,SPA,11.8,—,12.5,38.3,1517.0,1792.0,chart_features_only
Xyndrome,SPA,11.8,—,6.6,34.5,1527.0,1895.0,chart_features_only
rainbow rainbow,SPA,11.8,—,4.6,34.6,1569.0,1857.0,chart_features_only
Lawes's Parotia,SPA,11.8,—,11.4,36.5,1548.0,1783.0,chart_features_only
涙のテ・エストラーニョ・ムーチョ,SPA,11.8,—,12.8,38.3,1506.0,1802.0,chart_features_only
Nemophila,SPA,11.8,—,13.1,39.5,1515.0,1768.0,chart_features_only
夕焼け,SPA,11.8,—,13.1,38.6,1515.0,1782.0,chart_features_only
HYPERION,SPA,11.8,—,12.2,36.1,1528.0,1800.0,chart_features_only
SOLID WYVERN,SPA,11.8,—,10.4,38.9,1526.0,1785.0,chart_features_only
405nm,SPA,11.8,—,11.4,37.3,1530.0,1789.0,chart_features_only
Mukade,SPA,11.8,—,11.1,36.8,1533.0,1793.0,chart_features_only
ガヴリールドロップキック,SPA,11.8,—,11.1,38.2,1517.0,1797.0,chart_features_only
BREAK OVER,SPA,11.8,—,15.5,42.1,1479.0,1750.0,chart_features_only
爆ぜりゃんせ,SPA,11.8,—,8.3,36.2,1538.0,1823.0,chart_features_only
Cleopatrysm,SPA,11.8,—,13.2,38.7,1502.0,1785.0,chart_features_only
GOLD RUSH,SPA,11.8,—,2.7,32.0,1567.0,1897.0,chart_features_only
Neo Heritage,SPA,11.8,—,11.6,37.2,1516.0,1800.0,chart_features_only
REVOLVER,SPA,11.8,—,14.4,42.0,1476.0,1762.0,chart_features_only
冬椿 ft. Kanae Asaba,SPL,11.8,—,10.7,39.5,1514.0,1782.0,chart_features_only
Into The Madness,SPA,11.8,—,15.2,40.3,1490.0,1755.0,chart_features_only
Flash Back 90's,SPL,11.8,—,11.9,38.8,1508.0,1785.0,chart_features_only
Buffalo,SPL,11.8,—,13.5,40.2,1493.0,1768.0,chart_features_only
SUPER HEROINE!!,SPA,11.8,—,13.1,35.6,1515.0,1797.0,chart_features_only
ROTTERDAM SHOGUN,SPA,11.8,—,6.5,33.0,1532.0,1884.0,chart_features_only
ユミル,SPA,11.8,—,8.2,37.2,1535.0,1805.0,chart_features_only
CONNECT-,SPA,11.8,—,12.2,36.8,1524.0,1777.0,chart_features_only
Get Higher,SPA,11.8,—,6.7,35.2,1547.0,1827.0,chart_features_only
ZED,SPA,11.8,—,12.4,40.1,1499.0,1766.0,chart_features_only
kors k's Let's make an Image Song!,SPA,11.8,—,13.2,33.7,1510.0,1820.0,chart_features_only
Chemical Colours,SPA,11.8,—,9.8,36.9,1505.0,1825.0,chart_features_only
RISING FIRE HAWK,SPA,11.8,—,7.0,37.2,1530.0,1817.0,chart_features_only
タンポポ,SPA,11.8,—,-1.1,32.6,1605.0,1861.0,chart_features_only
Get On Your Feet,SPA,11.8,—,9.4,37.3,1525.0,1791.0,chart_features_only
HYPE THE CORE,SPA,11.8,—,9.0,35.2,1513.0,1839.0,chart_features_only
50th Memorial Songs,SPA,11.8,—,7.9,35.9,1540.0,1805.0,chart_features_only
R∞tAge,SPA,11.8,—,10.1,36.2,1528.0,1792.0,chart_features_only
LA FESTA LA VITA!!,SPA,11.8,—,3.8,32.2,1577.0,1845.0,chart_features_only
まほろば,SPL,11.8,—,8.8,36.8,1532.0,1793.0,chart_features_only
lowercase lifetime,SPA,11.8,—,3.9,34.6,1561.0,1832.0,chart_features_only
THE TIME MACHINE,SPA,11.8,—,8.4,35.6,1538.0,1799.0,chart_features_only
Believe In Me,SPA,11.8,—,10.6,36.9,1508.0,1798.0,chart_features_only
Show Me All Your Love,SPA,11.8,—,9.5,39.3,1510.0,1774.0,chart_features_only
Aurora,SPA,11.8,—,11.1,36.3,1506.0,1797.0,chart_features_only
SPACE FIGHT,SPA,11.8,—,9.9,38.1,1512.0,1776.0,chart_features_only
UNDERWORLD HOLOGRAPHY,SPA,11.8,—,6.7,37.3,1520.0,1810.0,chart_features_only
Take My Life,SPA,11.8,—,12.8,37.8,1491.0,1775.0,chart_features_only
VALLIS-NERIA,SPA,11.8,—,-0.4,31.9,1566.0,1896.0,chart_features_only
Eine Haube,SPA,11.8,—,8.8,35.0,1543.0,1782.0,chart_features_only
Nothing but Theory,SPA,11.8,—,9.7,37.0,1514.0,1786.0,chart_features_only
華蝶風雪,SPA,11.8,—,4.4,37.6,1524.0,1825.0,chart_features_only
曼荼羅恋々,SPA,11.8,—,11.8,37.0,1499.0,1780.0,chart_features_only
Devilz Sacrifice,SPA,11.8,—,9.8,33.3,1533.0,1801.0,chart_features_only
EDEN,SPL,11.8,—,2.3,27.1,1596.0,1876.0,chart_features_only
Quick Silver,SPA,11.8,—,6.4,34.4,1531.0,1825.0,chart_features_only
THE LAST STRIKER,SPA,11.8,—,10.5,36.0,1517.0,1777.0,chart_features_only
FREEDOM,SPA,11.8,—,9.4,33.8,1533.0,1794.0,chart_features_only
Overslept,SPA,11.8,—,8.4,36.1,1526.0,1787.0,chart_features_only
COLOSSEUM,SPA,11.8,—,7.4,36.3,1540.0,1769.0,chart_features_only
ZERO-ONE,SPL,11.8,—,7.9,34.6,1527.0,1803.0,chart_features_only
Beyond The Earth,SPA,11.8,—,9.9,33.7,1515.0,1808.0,chart_features_only
Farewell to Marrakech,SPA,11.8,—,6.4,37.2,1516.0,1803.0,chart_features_only
太陽SUNSUNボンジュールアバンチュール,SPA,11.8,—,9.9,37.6,1499.0,1781.0,chart_features_only
XINOBIKILL,SPA,11.8,—,9.6,35.0,1523.0,1781.0,chart_features_only
MIRACLE MEETS,SPA,11.8,—,10.4,34.4,1498.0,1814.0,chart_features_only
Vulkan,SPA,11.8,—,3.0,35.2,1541.0,1826.0,chart_features_only
Rock Da House,SPA,11.8,—,7.1,32.4,1548.0,1802.0,chart_features_only
D.C.fish,SPA,11.8,—,9.4,34.2,1518.0,1796.0,chart_features_only
Abyss,SPL,11.8,—,9.9,36.0,1489.0,1808.0,chart_features_only
Saturn,SPA,11.8,—,6.6,33.3,1541.0,1806.0,chart_features_only
AFRO KNUCKLE,SPA,11.8,—,11.3,33.9,1507.0,1792.0,chart_features_only
FLOWER,SPA,11.8,—,9.7,33.7,1514.0,1801.0,chart_features_only
LAST DAY,SPA,11.8,—,12.3,37.1,1490.0,1760.0,chart_features_only
Rave lithosphere,SPA,11.8,—,7.2,34.6,1527.0,1799.0,chart_features_only
Violet Rose,SPA,11.7,—,5.9,34.6,1527.0,1812.0,chart_features_only
ランカーキラーガール,SPA,11.7,—,2.5,33.1,1556.0,1821.0,chart_features_only
Night! Night! Night!,SPA,11.7,—,9.0,38.3,1489.0,1772.0,chart_features_only
Nocturnal 2097,SPA,11.7,—,7.9,37.5,1509.0,1766.0,chart_features_only
Realize Maze,SPA,11.7,—,6.7,34.8,1521.0,1796.0,chart_features_only
Para siempre,SPA,11.7,—,-2.5,26.0,1617.0,1878.0,chart_features_only
Playing With Fire,SPA,11.7,—,11.2,38.1,1470.0,1774.0,chart_features_only
PILGRIM,SPA,11.7,—,6.2,36.3,1543.0,1748.0,chart_features_only
デッドボヲルdeホームラン,SPA,11.7,—,6.9,35.1,1526.0,1777.0,chart_features_only
爆ゼニ☆がってんワーカー,SPA,11.7,—,6.3,37.6,1503.0,1784.0,chart_features_only
THE DETONATOR,SPA,11.7,—,5.4,33.1,1527.0,1817.0,chart_features_only
Battle Train,SPA,11.7,—,5.3,32.3,1524.0,1832.0,chart_features_only
Line 4 Ruin,SPA,11.7,—,5.8,33.7,1531.0,1797.0,chart_features_only
Scarlet Moon,SPA,11.7,—,9.4,34.6,1494.0,1791.0,chart_features_only
無意識のフィロソフィア,SPA,11.7,—,7.5,35.5,1508.0,1780.0,chart_features_only
rumrum triplets,SPA,11.7,—,5.5,40.3,1484.0,1775.0,chart_features_only
Light and Cyber…,SPA,11.7,—,14.0,33.8,1461.0,1791.0,chart_features_only
DROP,SPA,11.7,—,8.8,35.6,1515.0,1751.0,chart_features_only
NEMESIS,SPA,11.7,—,4.8,34.1,1530.0,1794.0,chart_features_only
prompt,SPA,11.7,—,6.1,37.5,1505.0,1770.0,chart_features_only
squall,SPA,11.7,—,9.3,37.4,1488.0,1757.0,chart_features_only
Macuilxochitl,SPA,11.7,—,8.2,31.9,1553.0,1745.0,chart_features_only
少年リップルズ,SPA,11.7,—,0.3,30.9,1542.0,1858.0,chart_features_only
PHASE SHIFT MANEUVER,SPA,11.7,—,10.3,35.4,1491.0,1755.0,chart_features_only
Rejection Girl,SPA,11.7,—,9.6,30.7,1510.0,1795.0,chart_features_only
Emera,SPA,11.7,—,5.6,33.7,1508.0,1805.0,chart_features_only
THE CANNONBALLER,SPA,11.7,—,8.4,35.0,1494.0,1774.0,chart_features_only
Move UR Body,SPA,11.7,—,7.1,30.9,1531.0,1790.0,chart_features_only
Pollinosis,SPA,11.7,—,6.0,32.7,1538.0,1768.0,chart_features_only
CHAOTIC SUNBIRD,SPA,11.7,—,5.0,34.2,1508.0,1797.0,chart_features_only
MA・TSU・RI,SPA,11.7,—,9.5,34.3,1492.0,1767.0,chart_features_only
Stella Sinistra,SPA,11.7,—,7.6,37.1,1500.0,1740.0,chart_features_only
Meteor☆Shower,SPA,11.7,—,6.8,33.2,1510.0,1784.0,chart_features_only
Outbreak,SPA,11.7,—,3.2,35.9,1501.0,1804.0,chart_features_only
SUNLiGHT,SPA,11.7,—,6.0,31.8,1512.0,1808.0,chart_features_only
X-ray binary,SPA,11.7,—,6.7,35.2,1517.0,1748.0,chart_features_only
Ohayo!,SPA,11.7,—,5.5,34.1,1507.0,1787.0,chart_features_only
Sun Field,SPA,11.7,—,7.1,34.8,1505.0,1760.0,chart_features_only
crew,SPA,11.7,—,9.5,37.0,1487.0,1730.0,chart_features_only
ミッドナイト堕天使,SPA,11.7,—,4.6,32.6,1526.0,1782.0,chart_features_only
Lovely Howdy Cowboy!!,SPA,11.7,—,5.7,32.8,1500.0,1800.0,chart_features_only
ぷろぐれっしぶ時空少女!うらしまたろ子ちゃん!,SPA,11.7,—,6.5,34.3,1495.0,1778.0,chart_features_only
Divine Heaven,SPA,11.7,—,4.0,32.6,1510.0,1805.0,chart_features_only
Danza Aestas,SPA,11.7,—,8.8,36.3,1479.0,1746.0,chart_features_only
Daily Lunch Special,SPA,11.7,—,-0.8,30.1,1550.0,1833.0,chart_features_only
ミュージック・アワー,SPA,11.7,—,5.1,32.9,1508.0,1788.0,chart_features_only
UNITE THE HEART,SPA,11.7,—,5.7,35.3,1490.0,1775.0,chart_features_only
Perfect Plan,SPA,11.7,—,6.2,37.0,1471.0,1773.0,chart_features_only
532nm,SPA,11.7,—,7.7,35.2,1494.0,1746.0,chart_features_only
satellite020712,SPA,11.7,—,7.4,33.7,1487.0,1776.0,chart_features_only
旅人リラン,SPA,11.7,—,5.6,33.3,1491.0,1795.0,chart_features_only
PAPAYAPA BASS,SPA,11.7,—,8.4,34.1,1498.0,1738.0,chart_features_only
Echoes of Sunfall,SPA,11.7,—,4.5,33.9,1504.0,1779.0,chart_features_only
Constellation,SPA,11.7,—,9.9,36.9,1482.0,1708.0,chart_features_only
Lucy,SPA,11.7,—,2.6,33.0,1529.0,1774.0,chart_features_only
THE BLACK KNIGHT,SPA,11.7,—,7.9,31.5,1507.0,1761.0,chart_features_only
Ritual of Anubis,SPA,11.7,—,3.4,34.1,1505.0,1781.0,chart_features_only
MINT,SPA,11.7,—,1.5,32.5,1531.0,1783.0,chart_features_only
Egret and Willow,SPA,11.7,—,2.5,34.3,1509.0,1778.0,chart_features_only
Fashion Fruit,SPA,11.7,—,6.0,35.3,1486.0,1757.0,chart_features_only
ドッキン☆サマーあばんちゅーる,SPA,11.7,—,5.1,31.6,1500.0,1794.0,chart_features_only
Logic Board,SPA,11.7,—,3.0,32.1,1513.0,1780.0,chart_features_only
ミッドナイト☆WAR,SPA,11.7,—,5.7,29.9,1516.0,1771.0,chart_features_only
ハオ,SPA,11.7,—,-0.9,30.2,1559.0,1779.0,chart_features_only
Swing My Wonderland,SPA,11.7,—,2.6,34.4,1494.0,1779.0,chart_features_only
バッドエンド・シンドローム,SPA,11.7,—,2.9,36.9,1483.0,1756.0,chart_features_only
Beyond The Seven,SPA,11.7,—,2.9,32.9,1524.0,1748.0,chart_features_only
Ｘ↑Ｘ↓,SPA,11.7,—,0.2,29.9,1520.0,1823.0,chart_features_only
rainbow guitar weeps,SPA,11.7,—,5.5,31.5,1517.0,1744.0,chart_features_only
Psychedelic Intelligence,SPA,11.7,—,6.3,36.8,1456.0,1752.0,chart_features_only
Around The Galaxy,SPA,11.6,—,2.3,33.8,1502.0,1769.0,chart_features_only
ハードベース・フェスタ,SPA,11.6,—,5.0,33.8,1484.0,1762.0,chart_features_only
quasar,SPA,11.6,—,5.4,27.2,1527.0,1778.0,chart_features_only
DREAM OF SPACE UFO ABDUCTION,SPA,11.6,—,7.8,36.7,1468.0,1713.0,chart_features_only
輪廻の鴉,SPA,11.6,—,1.8,33.4,1509.0,1767.0,chart_features_only
XENON II,SPA,11.6,—,5.7,32.3,1504.0,1740.0,chart_features_only
Empire State Glory,SPA,11.6,—,4.7,33.8,1486.0,1757.0,chart_features_only
I'm so Happy,SPA,11.6,—,4.0,33.1,1499.0,1756.0,chart_features_only
Journey,SPL,11.6,—,6.2,32.4,1493.0,1747.0,chart_features_only
State Of The Art,SPA,11.6,—,5.5,34.6,1474.0,1752.0,chart_features_only
U.S.A.,SPA,11.6,—,1.3,32.7,1495.0,1795.0,chart_features_only
IN BETWEEN,SPA,11.6,—,2.8,31.4,1500.0,1783.0,chart_features_only
See You Again,SPA,11.6,—,3.6,32.3,1492.0,1765.0,chart_features_only
My Sweet Bird?,SPL,11.6,—,1.6,31.2,1500.0,1791.0,chart_features_only
SOUND OF GIALLARHORN,SPA,11.6,—,-0.1,32.5,1487.0,1811.0,chart_features_only
Ruler or Loser,SPA,11.6,—,-0.4,28.2,1521.0,1820.0,chart_features_only
Cookie Bouquets,SPA,11.6,—,-0.6,30.6,1515.0,1800.0,chart_features_only
Heavenly Sun,SPL,11.6,—,6.4,34.3,1463.0,1747.0,chart_features_only
ANDROMEDA,SPA,11.6,—,3.4,35.6,1484.0,1733.0,chart_features_only
Never Fade Away,SPA,11.6,—,1.7,35.3,1467.0,1778.0,chart_features_only
B4U,SPA,11.6,—,4.3,32.5,1488.0,1752.0,chart_features_only
夢縁,SPA,11.6,—,0.3,32.9,1495.0,1778.0,chart_features_only
Wonderland,SPA,11.6,—,-0.9,25.9,1535.0,1823.0,chart_features_only
Second Heaven,SPA,11.6,—,-1.3,29.6,1522.0,1798.0,chart_features_only
YELLOW FROG,SPL,11.6,—,1.5,28.7,1512.0,1789.0,chart_features_only
Debtty Daddy,SPA,11.6,—,7.7,32.8,1463.0,1730.0,chart_features_only
Bow shock!!,SPA,11.6,—,2.6,34.8,1479.0,1739.0,chart_features_only
Exhaust Hype,SPA,11.6,—,3.7,30.8,1500.0,1746.0,chart_features_only
DEEP ROAR,SPA,11.6,—,-0.8,28.8,1529.0,1781.0,chart_features_only
yamabiko,SPA,11.6,—,0.7,31.4,1516.0,1745.0,chart_features_only
えだまめカレークッキング,SPA,11.6,—,0.7,28.0,1510.0,1792.0,chart_features_only
STARLIGHT JUNCTION,SPL,11.6,—,-2.8,28.6,1535.0,1788.0,chart_features_only
STRAIGHT TO THE STARS,SPA,11.6,—,4.5,31.4,1485.0,1736.0,chart_features_only
Butterfly Twist,SPA,11.6,—,2.1,31.2,1474.0,1776.0,chart_features_only
Garuda,SPA,11.6,—,-0.3,32.6,1487.0,1762.0,chart_features_only
AsiaN distractive,SPA,11.6,—,-0.1,30.5,1508.0,1758.0,chart_features_only
Plea Per Phase,SPA,11.6,—,3.2,30.3,1485.0,1754.0,chart_features_only
ウツシミウツシ,SPA,11.6,—,1.4,30.3,1483.0,1776.0,chart_features_only
I will be back,SPA,11.6,—,-0.1,31.0,1502.0,1756.0,chart_features_only
10000 MILES AWAY,SPA,11.6,—,-2.0,25.4,1523.0,1816.0,chart_features_only
DESIRE,SPA,11.6,—,1.4,31.5,1484.0,1753.0,chart_features_only
KYAMISAMA ONEGAI!,SPL,11.6,—,3.6,35.4,1438.0,1740.0,chart_features_only
¡Viva!,SPL,11.6,—,2.9,29.6,1496.0,1740.0,chart_features_only
winkle 2 winkle,SPA,11.6,—,6.2,31.4,1460.0,1727.0,chart_features_only
Nasty Techniques,SPA,11.6,—,1.9,27.8,1476.0,1793.0,chart_features_only
2 tribe 4 K,SPA,11.6,—,1.2,32.4,1480.0,1733.0,chart_features_only
ちょえちょえまぎか,SPA,11.6,—,-1.6,31.3,1497.0,1755.0,chart_features_only
ゲシュタルト,SPL,11.6,—,-3.9,29.0,1528.0,1766.0,chart_features_only
命の標本,SPA,11.6,—,1.3,29.5,1491.0,1751.0,chart_features_only
Amnolys,SPA,11.6,—,-1.8,30.1,1488.0,1781.0,chart_features_only
Linus,SPA,11.6,—,-4.0,28.2,1526.0,1775.0,chart_features_only
Raspberry Potion,SPA,11.6,—,0.5,28.7,1495.0,1753.0,chart_features_only
月とミルク,SPA,11.6,—,-0.6,31.3,1474.0,1763.0,chart_features_only
Tail Lights,SPA,11.6,—,1.8,29.9,1485.0,1736.0,chart_features_only
Wanna Party?,SPL,11.6,—,-2.3,30.5,1496.0,1759.0,chart_features_only
24th Century BOY,SPA,11.6,—,-0.3,31.1,1497.0,1725.0,chart_features_only
ToyCube Pf.,SPL,11.6,—,-5.3,22.5,1562.0,1798.0,chart_features_only
鴉,SPA,11.6,—,-3.6,28.4,1501.0,1790.0,chart_features_only
パ→ピ→プ→Yeah!,SPA,11.6,—,0.1,27.2,1492.0,1772.0,chart_features_only
Derelict Star feat. Ryu*,SPA,11.6,—,-2.1,29.5,1490.0,1769.0,chart_features_only
Be A Star,SPA,11.6,—,-3.9,24.7,1540.0,1779.0,chart_features_only
Holic,SPA,11.6,—,-2.4,29.9,1512.0,1732.0,chart_features_only
Sparkle Smilin',SPA,11.5,—,-1.1,28.2,1485.0,1776.0,chart_features_only
Valgus,SPA,11.5,—,-0.8,27.5,1496.0,1765.0,chart_features_only
Bang-Boo Bumble,SPA,11.5,—,-4.5,26.5,1516.0,1790.0,chart_features_only
MAXIVCORD,SPA,11.5,—,1.6,27.7,1475.0,1760.0,chart_features_only
マツケンサンバII,SPA,11.5,—,-3.2,25.4,1523.0,1773.0,chart_features_only
KING,SPA,11.5,—,0.3,30.6,1475.0,1735.0,chart_features_only
マインド・ゲーム,SPA,11.5,—,-0.8,27.5,1503.0,1746.0,chart_features_only
追想快晴テーマパーク,SPA,11.5,—,0.6,31.3,1470.0,1728.0,chart_features_only
Rubrum Piano,SPA,11.5,—,0.7,33.2,1474.0,1693.0,chart_features_only
儚き恋の華,SPA,11.5,—,-3.2,30.9,1485.0,1743.0,chart_features_only
in the Sky,SPA,11.5,—,-4.2,23.4,1514.0,1809.0,chart_features_only
Time Distortion pt.2,SPA,11.5,—,-1.0,31.6,1461.0,1738.0,chart_features_only
No Tears,SPA,11.5,—,-3.1,28.5,1498.0,1746.0,chart_features_only
朧,SPL,11.5,—,-2.5,29.0,1488.0,1746.0,chart_features_only
Tropical April,SPA,11.5,—,-3.1,28.0,1481.0,1776.0,chart_features_only
純真可憐デザイア,SPL,11.5,—,-1.4,28.5,1467.0,1764.0,chart_features_only
フォニイ,SPA,11.5,—,-5.8,30.5,1488.0,1758.0,chart_features_only
メズマライザー,SPA,11.5,—,-2.1,30.0,1479.0,1734.0,chart_features_only
Unicorn tail,SPA,11.5,—,-1.7,30.5,1463.0,1744.0,chart_features_only
VALKYRIAS,SPA,11.5,—,-4.8,27.8,1490.0,1776.0,chart_features_only
Programmed World,SPA,11.5,—,3.2,28.6,1462.0,1705.0,chart_features_only
IDOL syndrome.,SPL,11.5,—,-6.7,29.3,1482.0,1781.0,chart_features_only
CALL,SPL,11.5,—,-5.0,25.3,1510.0,1769.0,chart_features_only
惑星☆ロリポップ,SPA,11.5,—,-5.1,29.5,1483.0,1752.0,chart_features_only
いつかオトナになれるといいね。,SPA,11.5,—,-6.6,30.0,1485.0,1753.0,chart_features_only
きみのせかい,SPA,11.5,—,-5.2,30.7,1483.0,1731.0,chart_features_only
GIGANT,SPL,11.5,—,-3.4,26.8,1481.0,1755.0,chart_features_only
錬成人間トリコロイダー,SPA,11.5,—,-10.1,17.8,1561.0,1830.0,chart_features_only
Fervidex,SPA,11.5,—,-4.2,28.8,1473.0,1744.0,chart_features_only
GloriosA,SPA,11.5,—,-5.1,29.1,1478.0,1742.0,chart_features_only
Victory Of Ravers,SPA,11.5,—,-5.0,22.8,1495.0,1778.0,chart_features_only
XANADU OF TWO,SPL,11.5,—,-7.1,25.6,1490.0,1775.0,chart_features_only
Ergosphere,SPA,11.5,—,-5.0,27.3,1473.0,1748.0,chart_features_only
マーシャル・マキシマイザー,SPA,11.5,—,-5.5,28.3,1474.0,1738.0,chart_features_only
AGEHA,SPL,11.5,—,-4.2,24.8,1482.0,1754.0,chart_features_only
グッバイ宣言,SPA,11.5,—,-5.6,26.1,1467.0,1775.0,chart_features_only
Volcanic Dragon,SPA,11.5,—,-6.7,22.8,1509.0,1769.0,chart_features_only
龍王の霊廟,SPA,11.5,—,-2.9,27.4,1476.0,1711.0,chart_features_only
PENDUAL TALISMAN,SPA,11.5,—,-7.8,25.4,1505.0,1751.0,chart_features_only
無双,SPA,11.5,—,-5.2,28.5,1459.0,1744.0,chart_features_only
ラビットホール,SPA,11.5,—,-9.4,24.9,1512.0,1762.0,chart_features_only
Hat Surprise,SPA,11.5,—,-7.5,26.7,1486.0,1753.0,chart_features_only
OOO,SPL,11.5,—,-4.8,27.2,1485.0,1716.0,chart_features_only
Blaze it UP!,SPA,11.5,—,-6.9,25.1,1483.0,1765.0,chart_features_only
HEISEI,SPA,11.5,—,-5.0,26.1,1489.0,1720.0,chart_features_only
CaptivAte～浄化～,SPA,11.5,—,-5.0,25.3,1484.0,1733.0,chart_features_only
DAZZLE ATTACK,SPA,11.5,—,-5.4,28.5,1458.0,1733.0,chart_features_only
ALBA,SPA,11.4,—,-6.5,26.2,1470.0,1753.0,chart_features_only
ここからよろしく大作戦143,SPL,11.4,—,-11.5,24.9,1505.0,1776.0,chart_features_only
Ambush Ace,SPA,11.4,—,-3.4,25.4,1465.0,1727.0,chart_features_only
WISE UP!,SPL,11.4,—,-3.1,25.4,1473.0,1710.0,chart_features_only
SnapSkipSpark,SPA,11.4,—,-11.2,26.2,1496.0,1755.0,chart_features_only
RAVE SYNDROME,SPA,11.4,—,-5.6,25.8,1479.0,1718.0,chart_features_only
Anisakis,SPA,11.4,—,-5.7,27.7,1462.0,1718.0,chart_features_only
Blind Justice,SPA,11.4,—,-5.3,25.3,1482.0,1714.0,chart_features_only
Wonder Girl feat. Kanae Asaba,SPA,11.4,—,-6.6,25.0,1489.0,1718.0,chart_features_only
ZENDEGI DANCE,SPA,11.4,—,-6.3,23.8,1494.0,1717.0,chart_features_only
Stargazing Trip ～星 探す旅～ ft. 小林マナ,SPA,11.4,—,-9.4,25.4,1471.0,1762.0,chart_features_only
bloomin' feeling,SPA,11.4,—,-6.5,25.5,1468.0,1730.0,chart_features_only
BLUST OF WIND,SPL,11.4,—,-5.7,24.7,1460.0,1737.0,chart_features_only
Punch Love ♥ 仮面,SPL,11.4,—,-7.3,27.5,1467.0,1708.0,chart_features_only
ELYSIUM,SPA,11.4,—,-10.3,23.9,1485.0,1764.0,chart_features_only
City Never Sleeps,SPA,11.4,—,-11.0,24.5,1485.0,1756.0,chart_features_only
Pout,SPA,11.4,—,-9.0,23.2,1481.0,1755.0,chart_features_only
Pharaoh,SPA,11.4,—,-7.9,24.9,1478.0,1720.0,chart_features_only
Ventriloquist,SPA,11.4,—,-7.4,24.1,1477.0,1722.0,chart_features_only
SEQUENCE CAT,SPA,11.4,—,-3.0,26.6,1429.0,1705.0,chart_features_only
THE FALLEN,SPA,11.4,—,-8.6,23.7,1479.0,1735.0,chart_features_only
恋は白帯、サンシロー,SPL,11.4,—,-10.3,23.6,1499.0,1727.0,chart_features_only
Sakura Reflection,SPA,11.4,—,-9.5,18.7,1487.0,1787.0,chart_features_only
でんぱ どりる わんにゃー☆三,SPA,11.4,—,-12.3,23.0,1483.0,1770.0,chart_features_only
断罪の一花,SPA,11.4,—,-8.8,25.9,1453.0,1716.0,chart_features_only
Time To Empress,SPL,11.4,—,-8.2,24.2,1458.0,1720.0,chart_features_only
BabeL ～Grand Story～,SPA,11.4,—,-7.3,27.3,1447.0,1678.0,chart_features_only
I FIGHT ME,SPL,11.4,—,-8.4,20.2,1469.0,1745.0,chart_features_only
Shadow World,SPA,11.4,—,-11.4,24.5,1471.0,1718.0,chart_features_only
果たせぬ約束 ft. 小林マナ,SPA,11.4,—,-10.8,24.3,1458.0,1731.0,chart_features_only
シャムシールの舞,SPA,11.4,—,-11.2,22.5,1481.0,1723.0,chart_features_only
凛として咲く花の如く,SPL,11.4,—,-9.8,23.2,1466.0,1713.0,chart_features_only
Bahram Attack,SPL,11.3,—,-9.7,25.9,1457.0,1681.0,chart_features_only
examination leave,SPA,11.3,—,-11.1,16.7,1476.0,1747.0,chart_features_only
マチ子の唄,SPL,11.3,—,-12.1,18.1,1466.0,1735.0,chart_features_only
Scars of FAUNA,SPA,11.3,—,-7.7,16.2,1454.0,1716.0,chart_features_only
Romanticが止まらない,SPA,11.3,—,-12.0,21.6,1438.0,1700.0,chart_features_only
Legendary Treasures,SPA,11.3,—,-12.3,19.6,1439.0,1724.0,chart_features_only
オドループ,SPL,11.3,—,-11.5,17.0,1446.0,1715.0,chart_features_only
